# {"t_start": 1602725078.489373, "env_id": "goal-yumi-pegtransfer-v0"} 
r,l,t
-50,50,26637.008608
-50,50,26691.274808
-47,50,26745.51128
-49,50,26799.868735
-48,50,26854.101844
-48,50,26908.294171
-50,50,26962.546569
-50,50,27016.824959
-50,50,27071.056207
-49,50,27125.344782
-49,50,27179.549018
-47,50,27233.783367
-50,50,27288.069332
-50,50,27342.256794
-47,50,27396.47143
-50,50,27450.688664
-48,50,27504.927703
-50,50,27559.155884
-49,50,27613.388169
-46,50,27667.602505
-48,50,27721.816053
-50,50,27776.043435
-50,50,27830.267607
-50,50,27884.465305
-49,50,27938.671078
-50,50,27992.842663
-50,50,28047.069926
-46,50,28101.336471
-48,50,28155.626119
-49,50,28209.868081
-49,50,28264.106229
-50,50,28318.327826
-47,50,28372.583629
-50,50,28426.821439
-48,50,28481.09626
-50,50,28535.31875
-3,50,28589.572349
-3,50,28641.399753
-4,50,28693.237381
-3,50,28745.079631
-4,50,28796.87502
-3,50,28848.670252
-2,50,28900.473558
-4,50,28952.272187
-3,50,29004.067223
-24,50,29055.869375
-49,50,29107.682353
-48,50,29161.912742
-50,50,29216.109943
-50,50,29270.338403
-50,50,29324.570361
-50,50,29378.836891
-48,50,29433.023061
-48,50,29487.241525
-50,50,29541.481766
-50,50,29595.697779
-49,50,29649.946349
-48,50,29704.17718
-47,50,29758.342609
-48,50,29812.547673
-49,50,29866.75707
-48,50,29921.02206
-47,50,29975.26405
-50,50,30029.474469
-49,50,30083.695202
-50,50,30137.940386
-49,50,30192.155044
-50,50,30246.38849
-50,50,30300.69552
-48,50,30354.903261
-50,50,30409.184145
-50,50,30463.380117
-50,50,30517.603156
-50,50,30571.824361
-50,50,30626.055937
-48,50,30680.270123
-50,50,30734.516889
-50,50,30788.770595
-50,50,30843.01571
-50,50,30897.261863
-50,50,30951.47722
-50,50,31005.685946
-49,50,31059.95944
-50,50,31114.201689
-50,50,31168.49235
-50,50,31222.735408
-50,50,31276.946054
-50,50,31331.210467
-50,50,31385.462222
-49,50,31439.6596
-49,50,31493.863089
-48,50,31548.121028
-50,50,31602.343261
-50,50,31656.543465
-47,50,31710.859936
-50,50,31765.031209
-2,50,31819.333283
-3,50,31871.132296
-3,50,31922.931811
-4,50,31974.726435
-4,50,32026.523639
-3,50,32078.327874
-2,50,32130.12839
-3,50,32181.928998
-2,50,32233.733441
-4,50,32285.556627
-49,50,32337.369408
-48,50,32391.684417
-49,50,32445.947343
-50,50,32500.193071
-50,50,32554.417643
-50,50,32608.634629
-48,50,32662.846589
-49,50,32717.137368
-49,50,32771.380663
-50,50,32825.601832
-49,50,32879.839162
-48,50,32934.090763
-49,50,32988.351892
-50,50,33042.739601
-50,50,33097.001705
-49,50,33151.204078
-49,50,33205.446754
-50,50,33259.619703
-48,50,33313.843825
-46,50,33368.077784
-48,50,33422.33411
-50,50,33476.581361
-50,50,33530.766865
-49,50,33585.039177
-50,50,33639.390743
-50,50,33693.679474
-50,50,33747.851458
-49,50,33802.297695
-49,50,33856.566031
-50,50,33910.793859
-50,50,33964.984447
-49,50,34019.216314
-49,50,34073.425847
-50,50,34127.681845
-48,50,34181.888975
-49,50,34236.204397
-49,50,34290.390291
-50,50,34344.577132
-48,50,34398.844923
-49,50,34453.082426
-47,50,34507.303109
-50,50,34561.520336
-50,50,34615.849524
-49,50,34670.044759
-50,50,34724.250944
-49,50,34778.456692
-50,50,34832.748507
-50,50,34886.980047
-49,50,34941.195816
-50,50,34995.416362
-2,50,35049.623878
-2,50,35101.424361
-5,50,35153.221386
-3,50,35205.021694
-3,50,35256.832758
-3,50,35308.628061
-3,50,35360.419715
-2,50,35412.225821
-3,50,35464.018705
-3,50,35515.829235
-50,50,35567.66966
-50,50,35622.016776
-50,50,35676.24556
-50,50,35730.478902
-50,50,35784.73368
-49,50,35838.956788
-49,50,35893.199445
-49,50,35947.418719
-49,50,36001.638084
-49,50,36055.854783
-50,50,36110.111221
-50,50,36164.328055
-47,50,36218.527169
-49,50,36272.714596
-48,50,36326.9036
-47,50,36381.107711
-50,50,36435.302995
-49,50,36489.508305
-49,50,36543.732341
-49,50,36597.969664
-50,50,36652.170738
-49,50,36706.436078
-50,50,36760.676555
-49,50,36814.930238
-50,50,36869.160053
-50,50,36923.410372
-50,50,36977.645562
-48,50,37031.879566
-49,50,37086.079825
-50,50,37140.313237
-50,50,37194.637708
-50,50,37248.839505
-50,50,37303.054343
-50,50,37357.31384
-49,50,37411.55831
-50,50,37465.872815
-50,50,37520.082327
-49,50,37574.288848
-48,50,37628.510142
-50,50,37682.703766
-49,50,37736.885544
-49,50,37791.150843
-50,50,37845.386663
-50,50,37899.584006
-50,50,37953.871066
-49,50,38008.074312
-48,50,38062.290056
-49,50,38116.516454
-50,50,38170.710923
-50,50,38224.926599
-5,50,38279.147594
-2,50,38330.958314
-3,50,38382.75414
-3,50,38434.556645
-3,50,38486.408555
-2,50,38538.286914
-4,50,38590.089035
-3,50,38641.887493
-3,50,38693.681352
-3,50,38745.501691
-48,50,38797.328506
-49,50,38851.576983
-50,50,38905.724405
-50,50,38959.9609
-50,50,39014.180514
-50,50,39068.384419
-50,50,39122.573119
-49,50,39176.788228
-50,50,39231.008557
-50,50,39285.252768
-50,50,39339.460335
-49,50,39393.732454
-49,50,39447.995608
-49,50,39502.251573
-50,50,39556.484678
-50,50,39610.719462
-48,50,39664.944765
-47,50,39719.200076
-50,50,39773.410253
-50,50,39827.644058
-50,50,39881.873829
-50,50,39936.142256
-50,50,39990.412832
-50,50,40044.703015
-50,50,40098.895863
-50,50,40153.086711
-50,50,40207.322059
-49,50,40261.577808
-49,50,40315.761636
-50,50,40370.008021
-50,50,40424.206947
-48,50,40478.448979
-50,50,40532.690507
-50,50,40586.916832
-48,50,40641.126395
-50,50,40695.361653
-48,50,40749.563598
-50,50,40803.812511
-49,50,40858.079466
-50,50,40912.305807
-48,50,40966.543549
-50,50,41020.745212
-50,50,41074.957965
-49,50,41129.150957
-47,50,41183.376353
-49,50,41237.593231
-50,50,41291.874279
-49,50,41346.160495
-47,50,41400.426407
-50,50,41454.740822
-2,50,41509.007686
-3,50,41560.812621
-2,50,41612.6163
-4,50,41664.42657
-4,50,41716.228876
-4,50,41768.02695
-4,50,41819.826544
-3,50,41871.625975
-3,50,41923.429094
-4,50,41975.230968
-48,50,42027.178871
-50,50,42081.508583
-49,50,42135.783846
-50,50,42190.009399
-49,50,42244.209563
-50,50,42298.448225
-50,50,42352.671246
-50,50,42406.892124
-47,50,42461.147599
-50,50,42515.389567
-50,50,42569.636036
-50,50,42623.92194
-49,50,42678.14337
-49,50,42732.32936
-50,50,42786.604015
-50,50,42840.816975
-49,50,42895.080134
-50,50,42949.298927
-49,50,43003.591648
-50,50,43057.810142
-50,50,43112.022853
-50,50,43166.262351
-48,50,43220.512409
-50,50,43274.739528
-50,50,43328.999794
-49,50,43383.296966
-50,50,43437.526103
-49,50,43491.806701
-48,50,43546.045586
-49,50,43600.257993
-50,50,43654.468766
-49,50,43708.665219
-49,50,43762.879759
-50,50,43817.091455
-49,50,43871.285866
-50,50,43925.533627
-50,50,43979.769725
-49,50,44034.007183
-50,50,44088.281038
-49,50,44142.450355
-50,50,44196.710771
-50,50,44250.94999
-49,50,44305.210899
-47,50,44359.441059
-49,50,44413.674091
-50,50,44467.906518
-48,50,44522.15264
-48,50,44576.42105
-50,50,44630.630221
-50,50,44684.880108
-4,50,44739.139524
-2,50,44790.931698
-2,50,44842.729797
-3,50,44894.532601
-3,50,44946.330481
-2,50,44998.138565
-3,50,45049.940613
-3,50,45101.749955
-4,50,45153.546153
-4,50,45205.3365
-49,50,45257.207484
-50,50,45311.503451
-50,50,45365.714967
-49,50,45419.944443
-49,50,45474.192737
-48,50,45528.43165
-50,50,45582.661993
-50,50,45636.951572
-49,50,45691.205102
-49,50,45745.437277
-49,50,45799.616586
-49,50,45853.874638
-49,50,45908.105501
-49,50,45962.325749
-49,50,46016.522132
-50,50,46070.727693
-50,50,46124.975234
-49,50,46179.195428
-50,50,46233.386633
-50,50,46287.614819
-50,50,46341.839774
-49,50,46396.09178
-49,50,46450.265478
-49,50,46504.473727
-50,50,46558.697962
-50,50,46612.961204
-48,50,46667.241098
-50,50,46721.379114
-50,50,46775.603541
-50,50,46829.859311
-50,50,46884.100097
-48,50,46938.316087
-50,50,46992.589662
-50,50,47046.825652
-49,50,47101.042647
-50,50,47155.259545
-49,50,47209.438626
-50,50,47263.63511
-47,50,47317.823383
-50,50,47372.038049
-49,50,47426.285893
-49,50,47480.486196
-48,50,47534.664667
-50,50,47588.848932
-48,50,47643.047632
-50,50,47697.30481
-50,50,47751.567214
-50,50,47805.836106
-50,50,47860.071393
-49,50,47914.269347
-2,50,47968.477473
-4,50,48020.287107
-2,50,48072.082697
-5,50,48123.883453
-3,50,48175.675361
-2,50,48227.476827
-2,50,48279.274175
-4,50,48331.077027
-4,50,48382.867965
-3,50,48434.661812
-48,50,48486.518996
-48,50,48540.825122
-49,50,48595.052261
-50,50,48649.293016
-49,50,48703.543364
-50,50,48757.767576
-50,50,48812.027318
-49,50,48866.199733
-49,50,48920.436406
-48,50,48974.656582
-50,50,49028.922793
-50,50,49083.176512
-50,50,49137.367688
-49,50,49191.577162
-50,50,49245.81581
-49,50,49300.049615
-50,50,49354.305246
-50,50,49408.529208
-50,50,49462.795334
-49,50,49517.047184
-50,50,49571.337951
-50,50,49625.562269
-48,50,49679.828603
-50,50,49734.096088
-49,50,49788.307218
-49,50,49842.521606
-49,50,49896.703087
-50,50,49950.933696
-49,50,50005.183936
-50,50,50059.402953
-50,50,50113.623455
-50,50,50167.90509
-49,50,50222.117486
-50,50,50276.3681
-47,50,50330.605267
-49,50,50384.838921
-50,50,50439.014055
-49,50,50493.22965
-50,50,50547.423097
-50,50,50601.642629
-50,50,50655.866822
-50,50,50710.164463
-49,50,50764.399923
-50,50,50818.689943
-50,50,50872.9143
-49,50,50927.189116
-49,50,50981.428357
-50,50,51035.624746
-50,50,51089.850464
-50,50,51144.097991
-2,50,51198.35442
-3,50,51250.172275
-3,50,51301.981057
-2,50,51353.779533
-5,50,51405.586377
-2,50,51457.394815
-2,50,51509.182286
-2,50,51560.984692
-3,50,51612.791733
-3,50,51664.636192
-50,50,51716.541164
-49,50,51770.882804
-50,50,51825.067829
-50,50,51879.261973
-50,50,51933.460659
-49,50,51987.697525
-50,50,52041.884342
-48,50,52096.129445
-50,50,52150.342102
-50,50,52204.548136
-50,50,52258.821754
-50,50,52313.066038
-48,50,52367.30374
-50,50,52421.552706
-50,50,52475.802891
-49,50,52529.979655
-49,50,52584.328636
-48,50,52638.583752
-50,50,52692.884373
-50,50,52747.105721
-50,50,52801.29429
-48,50,52855.513077
-49,50,52909.701291
-50,50,52963.912678
-50,50,53018.126586
-50,50,53072.360304
-49,50,53126.596973
-50,50,53180.808689
-49,50,53235.055369
-48,50,53289.345233
-50,50,53343.590248
-50,50,53397.81494
-50,50,53452.020271
-50,50,53506.281817
-49,50,53560.577689
-49,50,53614.837405
-50,50,53669.053303
-49,50,53723.25603
-50,50,53777.515234
-50,50,53831.748723
-48,50,53885.956797
-49,50,53940.146433
-48,50,53994.359107
-48,50,54048.609226
-49,50,54102.808973
-50,50,54157.056053
-50,50,54211.331416
-48,50,54265.565996
-49,50,54319.837645
-50,50,54374.040242
-3,50,54428.240499
-3,50,54480.053281
-4,50,54531.851638
-3,50,54583.647028
-2,50,54635.441646
-2,50,54687.24398
-2,50,54739.041378
-3,50,54790.835484
-3,50,54842.630441
-2,50,54894.433138
-50,50,54946.380842
-49,50,55000.710571
-47,50,55054.997582
-50,50,55109.224411
-49,50,55163.503632
-50,50,55217.727825
-49,50,55271.966939
-48,50,55326.204349
-49,50,55380.450478
-50,50,55434.664742
-49,50,55488.888633
-50,50,55543.161622
-48,50,55597.396221
-49,50,55651.629418
-47,50,55705.862949
-50,50,55760.102121
-50,50,55814.295062
-48,50,55868.509843
-50,50,55922.742329
-49,50,55976.946128
-50,50,56031.207122
-50,50,56085.458161
-50,50,56139.64512
-50,50,56193.863435
-49,50,56248.08392
-50,50,56302.277984
-49,50,56356.561676
-49,50,56410.816176
-50,50,56465.08392
-50,50,56519.297504
-50,50,56573.493939
-49,50,56627.688884
-50,50,56681.947709
-48,50,56736.134705
-50,50,56790.36239
-48,50,56844.546209
-49,50,56898.706818
-49,50,56952.862251
-47,50,57007.156159
-48,50,57061.358311
-50,50,57115.583567
-50,50,57169.820667
-49,50,57223.998887
-48,50,57278.209594
-49,50,57332.419566
-50,50,57386.652884
-50,50,57440.889124
-50,50,57495.127748
-50,50,57549.344818
-50,50,57603.555267
-3,50,57657.755236
-4,50,57709.557759
-3,50,57761.357157
-2,50,57813.154517
-3,50,57864.958626
-2,50,57916.753138
-3,50,57968.55168
-2,50,58020.340839
-3,50,58072.151212
-3,50,58123.953568
-48,50,58175.857677
-50,50,58230.179674
-47,50,58284.374216
-49,50,58338.558633
-50,50,58392.748056
-48,50,58447.040792
-50,50,58501.23643
-49,50,58555.499582
-50,50,58609.789854
-49,50,58663.979224
-50,50,58718.222046
-50,50,58772.44472
-49,50,58826.625342
-50,50,58880.868862
-49,50,58935.075515
-49,50,58989.359362
-50,50,59043.592891
-49,50,59097.829098
-49,50,59152.108901
-49,50,59206.515244
-50,50,59260.734978
-48,50,59315.758686
-49,50,59370.310702
-49,50,59424.518097
-50,50,59478.69811
-49,50,59532.944874
-50,50,59587.661172
-50,50,59642.089132
-50,50,59696.414229
-49,50,59750.631678
-48,50,59804.864623
-50,50,59859.059747
-50,50,59913.90054
-50,50,59968.141479
-50,50,60022.37797
-49,50,60076.569757
-50,50,60130.882902
-50,50,60185.152261
-47,50,60250.365821
-50,50,60317.590372
-50,50,60371.820812
-46,50,60426.091708
-49,50,60480.296435
-49,50,60534.964893
-50,50,60589.269611
-48,50,60643.795939
-50,50,60698.288831
-50,50,60752.576056
-48,50,60806.775509
-50,50,60861.311199
-6,50,60933.696452
-2,50,60985.489109
-3,50,61037.275663
-27,50,61089.077295
-10,50,61140.875394
-3,50,61192.676742
-3,50,61244.473641
-3,50,61296.27855
-6,50,61348.076801
-7,50,61399.876465
-50,50,61451.669606
-49,50,61505.903408
-49,50,61560.100613
-49,50,61614.522897
-50,50,61668.730275
-50,50,61723.077754
-50,50,61778.760208
-49,50,61833.31221
-50,50,61888.626832
-50,50,61943.111579
-49,50,61997.708964
-48,50,62051.903212
-47,50,62106.232138
-50,50,62160.823722
-49,50,62215.434559
-50,50,62269.999409
-49,50,62324.213233
-48,50,62378.776937
-50,50,62433.015468
-50,50,62487.291869
-50,50,62541.536516
-49,50,62595.785045
-50,50,62650.059525
-50,50,62704.264855
-50,50,62758.679697
-50,50,62813.144528
-50,50,62867.488752
-50,50,62921.725701
-50,50,62976.076994
-49,50,63030.49266
-50,50,63084.679393
-50,50,63138.931844
-50,50,63193.103552
-50,50,63247.304172
-49,50,63301.792011
-50,50,63356.010557
-50,50,63410.230171
-49,50,63464.518485
-50,50,63518.778878
-49,50,63573.016735
-50,50,63627.2637
-50,50,63681.60146
-49,50,63735.763423
-50,50,63790.162596
-50,50,63844.378843
-49,50,63898.693768
-49,50,63952.874231
-48,50,64007.110276
-50,50,64061.35424
-50,50,64115.700511
-35,50,64169.958737
-6,50,64221.742049
-2,50,64273.541836
-6,50,64325.331051
-3,50,64377.11686
