# {"t_start": 1602725079.638984, "env_id": "goal-yumi-pegtransfer-v0"} 
r,l,t
-46,50,23568.871351
-50,50,23623.074408
-49,50,23677.291902
-50,50,23731.545408
-50,50,23785.79614
-48,50,23839.970226
-50,50,23894.169097
-48,50,23948.330723
-49,50,24002.534391
-50,50,24056.799176
-50,50,24110.996479
-50,50,24165.200997
-50,50,24219.429859
-49,50,24273.632097
-50,50,24327.863997
-49,50,24382.086004
-47,50,24436.274058
-50,50,24490.469517
-48,50,24544.658825
-50,50,24598.910346
-50,50,24653.14757
-50,50,24707.371291
-50,50,24761.626681
-50,50,24815.851752
-49,50,24870.155893
-50,50,24924.367086
-49,50,24978.597129
-50,50,25032.808951
-49,50,25087.091572
-49,50,25141.286357
-50,50,25195.538252
-49,50,25249.780717
-50,50,25304.043401
-4,50,25358.32547
-2,50,25410.121182
-3,50,25461.925459
-35,50,25513.726681
-3,50,25565.529375
-3,50,25617.331202
-4,50,25669.127607
-8,50,25720.929889
-3,50,25772.736168
-2,50,25824.537395
-49,50,25876.394219
-50,50,25930.723186
-47,50,25984.927993
-49,50,26039.222984
-48,50,26093.477082
-50,50,26147.70745
-50,50,26202.064163
-49,50,26256.286398
-48,50,26310.483338
-50,50,26364.68706
-49,50,26418.935593
-50,50,26473.156354
-49,50,26527.369432
-50,50,26581.679442
-47,50,26635.856454
-50,50,26690.116818
-50,50,26744.406895
-50,50,26798.717104
-50,50,26852.930677
-49,50,26907.144461
-49,50,26961.397099
-50,50,27015.675121
-50,50,27069.936229
-49,50,27124.196824
-50,50,27178.423182
-50,50,27232.638129
-49,50,27286.919138
-48,50,27341.110469
-50,50,27395.323902
-48,50,27449.524945
-50,50,27503.777733
-50,50,27558.006184
-49,50,27612.23915
-50,50,27666.452893
-49,50,27720.677566
-47,50,27774.89498
-49,50,27829.112064
-50,50,27883.316985
-49,50,27937.520392
-49,50,27991.691859
-50,50,28045.918423
-49,50,28100.177334
-49,50,28154.476645
-50,50,28208.721591
-50,50,28262.954095
-50,50,28317.178232
-50,50,28371.427677
-49,50,28425.659314
-50,50,28479.946749
-49,50,28534.173642
-3,50,28588.395517
-4,50,28640.198403
-2,50,28692.00815
-3,50,28743.807524
-2,50,28795.608017
-4,50,28847.422317
-4,50,28899.223748
-24,50,28951.04379
-3,50,29002.894532
-3,50,29054.712384
-49,50,29106.544094
-50,50,29160.762187
-49,50,29214.961508
-49,50,29269.188537
-50,50,29323.420751
-50,50,29377.658716
-49,50,29431.874227
-50,50,29486.088897
-50,50,29540.330253
-50,50,29594.546798
-49,50,29648.800333
-49,50,29703.024699
-49,50,29757.196654
-50,50,29811.401945
-49,50,29865.609015
-48,50,29919.884801
-50,50,29974.117419
-49,50,30028.324819
-49,50,30082.547661
-49,50,30136.789238
-48,50,30190.978052
-50,50,30245.271074
-47,50,30299.507986
-48,50,30353.753834
-50,50,30408.034535
-49,50,30462.235573
-50,50,30516.458745
-50,50,30570.673721
-50,50,30624.906944
-47,50,30679.118455
-50,50,30733.367387
-49,50,30787.614929
-50,50,30841.866772
-49,50,30896.11394
-50,50,30950.328269
-49,50,31004.536278
-49,50,31058.813246
-50,50,31113.053055
-50,50,31167.32915
-50,50,31221.587604
-49,50,31275.812589
-48,50,31330.058372
-50,50,31384.314478
-50,50,31438.517402
-50,50,31492.719245
-50,50,31546.984502
-50,50,31601.188644
-50,50,31655.405666
-50,50,31709.692564
-48,50,31763.91177
-3,50,31818.177187
-4,50,31869.981201
-2,50,31921.776315
-3,50,31973.577813
-3,50,32025.377165
-3,50,32077.181551
-2,50,32128.9782
-3,50,32180.77862
-2,50,32232.57495
-3,50,32284.384774
-49,50,32336.21542
-50,50,32390.535547
-50,50,32444.794071
-50,50,32499.047114
-49,50,32553.271534
-50,50,32607.483064
-50,50,32661.699064
-50,50,32715.990822
-50,50,32770.231332
-49,50,32824.452221
-50,50,32878.684083
-49,50,32932.945093
-49,50,32987.197312
-50,50,33041.589707
-49,50,33095.842904
-50,50,33150.044304
-50,50,33204.298756
-50,50,33258.469979
-50,50,33312.692578
-49,50,33366.929787
-50,50,33421.189171
-49,50,33475.429871
-50,50,33529.64584
-49,50,33583.890787
-50,50,33638.255192
-50,50,33692.529979
-50,50,33746.700523
-50,50,33801.141464
-48,50,33855.413153
-50,50,33909.642151
-50,50,33963.842073
-49,50,34018.064426
-47,50,34072.280912
-50,50,34126.534985
-50,50,34180.740842
-50,50,34235.034809
-50,50,34289.240768
-50,50,34343.421209
-50,50,34397.695239
-50,50,34451.928574
-50,50,34506.163922
-50,50,34560.370825
-50,50,34614.690791
-49,50,34668.89453
-50,50,34723.09895
-50,50,34777.307391
-50,50,34831.599798
-48,50,34885.830311
-49,50,34940.046206
-50,50,34994.268927
-3,50,35048.482423
-2,50,35100.277033
-3,50,35152.071691
-3,50,35203.872115
-3,50,35255.675877
-2,50,35307.478205
-2,50,35359.27011
-3,50,35411.071863
-2,50,35462.863171
-4,50,35514.657706
-47,50,35566.52136
-50,50,35620.855224
-50,50,35675.094776
-49,50,35729.307267
-50,50,35783.590621
-50,50,35837.829837
-50,50,35892.048379
-50,50,35946.28327
-50,50,36000.482319
-48,50,36054.727388
-49,50,36108.952366
-48,50,36163.178445
-50,50,36217.381006
-49,50,36271.570562
-50,50,36325.753637
-49,50,36379.957931
-49,50,36434.158683
-49,50,36488.357362
-50,50,36542.58263
-50,50,36596.818918
-49,50,36651.021339
-50,50,36705.285153
-50,50,36759.52897
-50,50,36813.780873
-50,50,36868.010372
-50,50,36922.262644
-48,50,36976.495375
-50,50,37030.727268
-50,50,37084.933908
-50,50,37139.158785
-50,50,37193.490257
-50,50,37247.689895
-50,50,37301.945482
-49,50,37356.164373
-48,50,37410.415587
-50,50,37464.723575
-49,50,37518.932199
-49,50,37573.127591
-50,50,37627.342694
-49,50,37681.563791
-50,50,37735.736071
-50,50,37789.999763
-50,50,37844.237938
-49,50,37898.434057
-50,50,37952.721366
-49,50,38006.925642
-50,50,38061.142097
-50,50,38115.359502
-50,50,38169.562903
-50,50,38223.778622
-3,50,38277.997016
-3,50,38329.799467
-3,50,38381.604118
-3,50,38433.404407
-4,50,38485.211368
-2,50,38537.01279
-2,50,38588.838025
-3,50,38640.668529
-2,50,38692.531757
-3,50,38744.352081
-47,50,38796.179221
-49,50,38850.439524
-50,50,38904.577225
-50,50,38958.803067
-50,50,39013.034122
-49,50,39067.22912
-49,50,39121.421866
-50,50,39175.639093
-50,50,39229.858981
-50,50,39284.104251
-48,50,39338.305828
-50,50,39392.57649
-50,50,39446.845295
-50,50,39501.081323
-50,50,39555.333016
-48,50,39609.568313
-50,50,39663.797668
-49,50,39718.051734
-50,50,39772.26081
-50,50,39826.494543
-50,50,39880.724276
-50,50,39934.992188
-49,50,39989.269665
-49,50,40043.549922
-48,50,40097.770046
-47,50,40151.940847
-50,50,40206.171351
-50,50,40260.40013
-49,50,40314.611025
-50,50,40368.857648
-49,50,40423.056427
-49,50,40477.299616
-49,50,40531.541611
-49,50,40585.768478
-48,50,40639.980136
-49,50,40694.212042
-50,50,40748.412062
-50,50,40802.66233
-49,50,40856.931491
-49,50,40911.157069
-50,50,40965.388646
-50,50,41019.598679
-50,50,41073.807999
-50,50,41128.001958
-50,50,41182.219626
-50,50,41236.439871
-49,50,41290.732444
-50,50,41345.009204
-50,50,41399.285515
-50,50,41453.564204
-3,50,41507.892803
-2,50,41559.701156
-4,50,41611.500843
-3,50,41663.32428
-3,50,41715.179182
-3,50,41767.00123
-2,50,41818.80273
-3,50,41870.604647
-2,50,41922.432729
-3,50,41974.248989
-50,50,42026.068815
-50,50,42080.362587
-48,50,42134.632652
-49,50,42188.860215
-50,50,42243.060668
-49,50,42297.299643
-50,50,42351.520599
-50,50,42405.743561
-50,50,42459.999384
-50,50,42514.240305
-50,50,42568.486216
-49,50,42622.772031
-50,50,42677.000375
-48,50,42731.18053
-48,50,42785.45678
-48,50,42839.668477
-50,50,42893.929305
-50,50,42948.149333
-50,50,43002.441833
-49,50,43056.656746
-50,50,43110.873883
-49,50,43165.112541
-49,50,43219.358133
-50,50,43273.593606
-50,50,43327.847428
-47,50,43382.149483
-50,50,43436.386965
-50,50,43490.657357
-50,50,43544.895975
-50,50,43599.088511
-49,50,43653.334633
-49,50,43707.515963
-49,50,43761.731669
-50,50,43815.941163
-50,50,43870.148495
-49,50,43924.40033
-49,50,43978.63955
-49,50,44032.857448
-50,50,44087.129055
-50,50,44141.30001
-48,50,44195.561564
-50,50,44249.80038
-50,50,44304.059393
-50,50,44358.296306
-49,50,44412.524481
-50,50,44466.755542
-49,50,44521.003192
-49,50,44575.272095
-49,50,44629.47803
-50,50,44683.716419
-3,50,44737.990288
-4,50,44789.783511
-3,50,44841.584486
-5,50,44893.38299
-2,50,44945.177727
-3,50,44996.986311
-3,50,45048.78744
-4,50,45100.600769
-2,50,45152.395882
-3,50,45204.185485
-49,50,45256.059178
-50,50,45310.354779
-50,50,45364.565865
-50,50,45418.794724
-50,50,45473.063873
-50,50,45527.281108
-49,50,45581.512382
-50,50,45635.807048
-50,50,45690.057202
-49,50,45744.291505
-48,50,45798.446252
-50,50,45852.722953
-49,50,45906.955803
-49,50,45961.182072
-48,50,46015.380409
-49,50,46069.594022
-50,50,46123.819242
-49,50,46178.042073
-50,50,46232.253067
-50,50,46286.464528
-50,50,46340.689101
-50,50,46394.919924
-50,50,46449.114061
-50,50,46503.326549
-49,50,46557.548789
-49,50,46611.80831
-50,50,46666.087148
-50,50,46720.229104
-49,50,46774.454042
-50,50,46828.709246
-50,50,46882.947389
-50,50,46937.165197
-49,50,46991.446037
-50,50,47045.670702
-50,50,47099.892968
-48,50,47154.099157
-50,50,47208.29241
-50,50,47262.487764
-50,50,47316.676027
-50,50,47370.891157
-49,50,47425.141332
-50,50,47479.335623
-50,50,47533.514647
-48,50,47587.700116
-49,50,47641.895562
-50,50,47696.183973
-50,50,47750.404443
-49,50,47804.693591
-50,50,47858.920341
-50,50,47913.121959
-3,50,47967.336995
-2,50,48019.138043
-4,50,48070.94021
-4,50,48122.73666
-3,50,48174.528931
-2,50,48226.384422
-2,50,48278.212417
-3,50,48330.046044
-4,50,48381.843898
-2,50,48433.641571
-50,50,48485.460268
-50,50,48539.676937
-48,50,48593.912569
-50,50,48648.146438
-50,50,48702.354348
-50,50,48756.617224
-49,50,48810.84584
-50,50,48865.051016
-50,50,48919.287872
-49,50,48973.510444
-49,50,49027.775851
-50,50,49082.02784
-49,50,49136.217124
-50,50,49190.427978
-50,50,49244.668843
-50,50,49298.895269
-48,50,49353.154963
-50,50,49407.381004
-50,50,49461.646486
-50,50,49515.897366
-49,50,49570.188114
-50,50,49624.427696
-50,50,49678.683382
-50,50,49732.949029
-49,50,49787.157622
-49,50,49841.370049
-50,50,49895.552035
-50,50,49949.784045
-50,50,50004.034523
-50,50,50058.253264
-50,50,50112.474176
-49,50,50166.758089
-50,50,50220.964558
-49,50,50275.203135
-50,50,50329.454674
-49,50,50383.689992
-50,50,50437.861766
-50,50,50492.080461
-50,50,50546.287275
-49,50,50600.491788
-50,50,50654.716342
-49,50,50709.03836
-49,50,50763.246378
-49,50,50817.534029
-49,50,50871.765817
-50,50,50926.026188
-50,50,50980.284549
-46,50,51034.46909
-49,50,51088.716639
-48,50,51142.94645
-4,50,51197.206474
-3,50,51249.029166
-2,50,51300.836403
-4,50,51352.630111
-3,50,51404.430965
-3,50,51456.243071
-2,50,51508.03956
-2,50,51559.834847
-3,50,51611.638432
-2,50,51663.434307
-50,50,51715.386791
-50,50,51769.727874
-50,50,51823.912221
-49,50,51878.115588
-49,50,51932.311098
-49,50,51986.547175
-50,50,52040.741513
-50,50,52094.980804
-50,50,52149.194227
-48,50,52203.398993
-50,50,52257.671837
-49,50,52311.916576
-50,50,52366.154129
-49,50,52420.391609
-47,50,52474.619936
-50,50,52528.829005
-49,50,52583.175905
-50,50,52637.388743
-50,50,52691.736463
-50,50,52745.956114
-50,50,52800.14945
-50,50,52854.363477
-49,50,52908.550936
-49,50,52962.761131
-49,50,53016.983478
-49,50,53071.211236
-49,50,53125.447372
-50,50,53179.658486
-50,50,53233.905641
-50,50,53288.191095
-50,50,53342.437651
-50,50,53396.66476
-50,50,53450.90142
-50,50,53505.130872
-48,50,53559.424048
-48,50,53613.68796
-50,50,53667.898543
-50,50,53722.112198
-50,50,53776.370737
-49,50,53830.604562
-50,50,53884.807142
-50,50,53938.991034
-50,50,53993.209481
-49,50,54047.45851
-50,50,54101.658515
-50,50,54155.905054
-49,50,54210.187562
-49,50,54264.419069
-50,50,54318.683382
-50,50,54372.891498
-3,50,54427.092307
-4,50,54478.902938
-3,50,54530.702099
-3,50,54582.497427
-3,50,54634.294693
-2,50,54686.099553
-2,50,54737.895153
-2,50,54789.687977
-2,50,54841.479989
-3,50,54893.28411
-50,50,54945.231286
-49,50,54999.561941
-50,50,55053.846842
-50,50,55108.075764
-49,50,55162.351916
-50,50,55216.576776
-50,50,55270.810513
-50,50,55325.056566
-48,50,55379.306284
-50,50,55433.513306
-50,50,55487.741179
-49,50,55542.013975
-50,50,55596.252188
-50,50,55650.513307
-49,50,55704.717707
-49,50,55758.951074
-50,50,55813.149392
-47,50,55867.362
-49,50,55921.590267
-49,50,55975.79361
-50,50,56030.057292
-49,50,56084.310089
-48,50,56138.489105
-50,50,56192.71234
-50,50,56246.928117
-50,50,56301.128377
-49,50,56355.41599
-50,50,56409.664717
-50,50,56463.932967
-50,50,56518.146031
-50,50,56572.341665
-49,50,56626.539274
-49,50,56680.746476
-50,50,56734.991671
-50,50,56789.212623
-50,50,56843.397126
-50,50,56897.551864
-49,50,56951.718895
-50,50,57006.006448
-50,50,57060.205989
-50,50,57114.426105
-49,50,57168.669899
-49,50,57222.84907
-48,50,57277.059616
-50,50,57331.259779
-50,50,57385.503274
-50,50,57439.739869
-49,50,57493.976426
-50,50,57548.192233
-50,50,57602.405644
-4,50,57656.605171
-3,50,57708.407799
-4,50,57760.221909
-3,50,57812.059026
-2,50,57863.93357
-2,50,57915.728901
-13,50,57967.530771
-3,50,58019.347852
-2,50,58071.159838
-4,50,58123.002118
-50,50,58174.831097
-50,50,58229.030063
-49,50,58283.237064
-50,50,58337.411084
-50,50,58391.58014
-49,50,58445.884447
-50,50,58500.094393
-50,50,58554.351087
-50,50,58608.640626
-49,50,58662.832058
-49,50,58717.074658
-49,50,58771.290505
-50,50,58825.491423
-50,50,58879.719112
-49,50,58933.92311
-50,50,58988.209487
-50,50,59042.44107
-50,50,59096.675144
-49,50,59150.958605
-49,50,59205.368403
-50,50,59259.592706
-49,50,59314.595779
-49,50,59369.147451
-50,50,59423.374701
-50,50,59477.547143
-50,50,59531.804618
-48,50,59586.51067
-49,50,59640.945435
-50,50,59695.274487
-49,50,59749.481016
-50,50,59803.716666
-50,50,59857.912351
-50,50,59912.760082
-48,50,59966.990673
-49,50,60021.227891
-47,50,60075.423478
-46,50,60129.727728
-49,50,60183.99571
-48,50,60249.215049
-50,50,60316.430695
-49,50,60370.67122
-50,50,60424.938433
-50,50,60479.152221
-50,50,60533.822336
-48,50,60588.128137
-48,50,60642.652502
-49,50,60697.141348
-48,50,60751.428486
-49,50,60805.629713
-50,50,60860.17146
-12,50,60932.57138
-2,50,60984.36032
-3,50,61036.148949
-3,50,61087.933403
-29,50,61139.716318
-10,50,61191.524171
-3,50,61243.332576
-5,50,61295.126729
-6,50,61346.930662
-9,50,61398.729738
-50,50,61450.521777
-49,50,61504.756652
-49,50,61558.950367
-47,50,61613.389373
-49,50,61667.580855
-50,50,61721.927089
-50,50,61777.600125
-49,50,61832.164925
-50,50,61887.476094
-50,50,61941.96333
-50,50,61996.560971
-49,50,62050.753597
-50,50,62105.072548
-49,50,62159.674356
-49,50,62214.281167
-50,50,62268.847836
-50,50,62323.064833
-49,50,62377.617775
-49,50,62431.867701
-48,50,62486.141174
-50,50,62540.380223
-50,50,62594.634506
-49,50,62648.908087
-50,50,62703.112804
-50,50,62757.536163
-50,50,62811.993552
-50,50,62866.347214
-49,50,62920.573775
-48,50,62974.926203
-50,50,63029.346095
-49,50,63083.529224
-49,50,63137.765138
-50,50,63191.961642
-50,50,63246.153246
-49,50,63300.636346
-50,50,63354.855098
-49,50,63409.089185
-50,50,63463.372965
-50,50,63517.631781
-50,50,63571.865208
-50,50,63626.118803
-48,50,63680.45287
-49,50,63734.609853
-50,50,63789.011392
-49,50,63843.232637
-48,50,63897.550747
-49,50,63951.732925
-49,50,64005.960281
-50,50,64060.204387
-50,50,64114.550173
-9,50,64168.810574
-25,50,64220.60264
-36,50,64272.393344
-16,50,64324.183734
-5,50,64375.965227
